TS,V1,V2,V3,W1,W2,W3,W
1481801400,232.96768082423813,234.77321630167927,233.6495684251636,18.588219607671007,51.62558335621984,84.19853879928436,154.41234176317522
1481805000,229.32802422349656,232.07420323441104,230.41100303788207,52.41715984980467,51.131115433374774,73.41581612267291,176.96409140585234
1481808600,232.23256482686767,234.69276127769606,233.2957389606009,35.774147888820316,35.031560529072664,41.372069880168,112.17777829806099
1481812200,237.26147517132011,240.6464557809789,238.35880966835583,74.53934920628801,37.663250045776024,52.653422705334165,164.85602195739818
1481815800,239.1306789419632,242.3958969547384,240.164915440454,14.7847406132925,77.23333583196096,82.65747037253314,174.6755468177866
1481819400,239.02482761866074,242.32116557376645,240.54107666015918,0.2014926306406667,74.70985898335981,110.90716104824358,185.81851266224407
1481823000,237.7452100689505,242.0332722181768,238.90945569585134,0.0,59.023081531527176,88.9863852055867,148.00946673711388
1481826600,236.8745250621169,240.58353575799114,237.51815993897011,0.0,57.78267591476379,116.89634445826314,174.67902037302693
1481830200,237.75730182486348,241.88948637196592,238.6696816672693,0.0,58.22676935832086,72.504955851226,130.73172520954685
1481833800,239.6303427222768,242.92897709714194,239.72317710909252,0.0,58.75209609985297,68.94666374206706,127.69875984192004
1481837400,240.54128036930825,244.04403680058326,240.42586086295285,0.0,59.02890092214125,82.30918146768916,141.3380823898304
1481841000,241.00840090220672,244.10970512508896,241.0333989209504,0.0,58.8897184181234,81.47520448048962,140.36492289861303
1481844600,239.4816461482478,242.05388316839853,239.57217772578042,11.991439727147505,30.040159743627626,139.98525932312916,182.0168587939043
1481848200,237.83251966037216,239.7322901845416,238.11119372283488,17.025079530080323,33.06376030128668,183.40262895265926,233.49146878402627
1481851800,234.26291829399003,235.401303342677,234.8412600292989,0.0,11.162712895076492,71.17589830397948,82.33861119905598
1481855400,230.35131130353903,230.53159833325114,231.17762423034858,5.669647261301832,10.032864893276836,76.2909065373745,91.99341869195317
1481859000,227.465823273473,229.10645752383977,228.34364206460504,3.8334401607515,19.14291639328052,106.35926999409985,129.33562654813187
1481862600,229.69477092077253,230.5092586366637,230.0870906161937,0.0,68.0889445908917,46.54082485198753,114.62976944287922
1481866200,228.7961730956796,231.719088697575,230.57726834648025,0.0,153.36056822457854,67.31121117272522,220.67177939730377
1481869800,231.28433419350867,232.670672422072,231.86960569479496,0.0,128.19310764309628,1000.7026938947316,1128.895801537828
1481873400,235.72942337293972,236.960068799147,236.63221155659667,0.0,126.02641867321137,65.60075800259766,191.62717667580904
1481877000,232.99407360302826,234.72479297755646,233.4087239338441,0.0,161.6390366999301,76.50796252250241,238.1469992224325
1481880600,232.8087976550454,234.64997753387647,233.11864799337428,0.0,134.80018857320994,104.99729494412418,239.79748351733411
1481884200,235.30485142297138,236.10437752860005,234.44886518208577,0.0,7.8819373321500015,4.310150616963835,12.192087949113837
1482147000,234.65025835769958,236.35531388794246,235.0329574805119,0.0,62.24896836598936,30.060120709738836,92.3090890757282
1482150600,233.00851538460358,235.7832350917406,233.44120942014808,31.500489565529836,156.52434865318145,143.45721700031868,331.48205521903
1482154200,235.7384544254977,238.14364264490055,235.8106485503256,37.195913492838336,184.69350218454974,438.19265136716723,660.0820670445553
1482157800,237.5341797088016,240.47249946378759,238.98364140599168,10.739303236008332,225.55227605182827,152.60707343421169,388.89865272204827
1482161400,239.50357210401557,243.4561997534581,240.8291123511224,1.98277826945,215.62433049520686,135.01637243906666,352.6234812037235
1482165000,238.50582930748607,242.01505243108025,239.88354712925968,1.3281435871125,146.09255999247813,107.3973283958494,254.81803197544002
1482168600,240.23949908012955,243.87203662398326,241.10763181635846,1.0726225860914995,105.30118644714511,100.31934140524241,206.69315043847902
1482172200,238.557644201997,241.42459609342225,239.02749743394244,11.477901872794027,101.92800703684523,74.99328263600971,188.39919154564896
1482175800,239.9201244182919,242.77541385608288,239.8494511293483,11.594188943703427,102.33290765126536,76.69711963017194,190.62421622514074
1482179400,238.2258437702689,241.62403717252465,238.4583033737453,11.790447914600731,104.82352381388027,80.11987272262624,196.73384445110725
1482183000,239.372629329301,242.97188655032627,239.3663162037933,11.678938395183135,105.84867553710743,78.44013033548602,195.9677442677766
1482186600,239.75432075887454,242.6338887834151,239.42961693886303,11.639400177000873,105.49728797912591,77.59020500818838,194.72689316431516
1482190200,236.74952749753268,241.4490434142261,238.57432310111582,11.53002652153418,100.32739933768957,60.39575654983514,172.2531824090589
1482193800,235.8961425781311,237.26378754091004,235.75682175326446,9.323434635002867,76.43924395879134,138.6207782872477,224.38345688104192
1482197400,232.62069305029286,233.47960741618675,232.88533859578357,0.0,45.297206859587966,107.02598141987572,152.3231882794637
1482201000,229.68506704442916,232.14215820570686,231.42181467809087,33.98268303553499,43.33809517701357,56.85253864288552,134.17331685543408
1482204600,229.94670577786633,230.2745319420125,230.78695182261424,10.559223047893502,37.235154101053325,150.1512740866309,197.94565123557774
1482208200,228.6019763079361,230.83028986237926,228.937838641063,29.984761419296827,132.65224606196176,249.69509347913646,412.33210096039505
1482211800,228.79021757966427,230.51192915056788,229.995565902596,0.6549483744301666,176.01580930073322,94.96892179489456,271.63967947005796
